cluster_id,size,volume_score,primary_zip,earliest_date,latest_date,representative_text,sources,urls,source_count
67,2,0.01,7060,2026-01-15T00:00:00,2026-01-17,"Dad detained in ICE raid after dropping kid off at school, 2nd man identified - NJ.com. Dad detained in ICE raid after dropping kid off at school, 2nd man identified NJ.com",['Google News'],"['https://news.google.com/rss/articles/CBMiswFBVV95cUxQdDFtQmtPVnl6a0Y2bGZQR2dxcHNMV0VmQmFlQVU1cjNGbDZiclRuUnpZaUVIMk9EWmM1STZKYnNwUDRKaU12ZG5waldaT01tSFJLZFpscGlVTGgydjRhNlBNemRDWVp2UEQtb29SV3hjU003TnQ3bzJZdFlWNzdjeklvcUJPalEzaVE3RzIwNWRZel9CRldWaVRhcEZ5Z3V6SDBCOHFiWmRXS29TQlRRTlQ1QdIBxwFBVV95cUxPLTVYVWNpaHpsci02eGtSOFRCWmI5MlF4TXN6U090RzN3UDJLTVJDbG1LYnJMbzh0MzdzcTJiZEVmNXdVOUF1SWp3UEpUS2VlUEtaZ0Q3NVNiOGViV0NLWi1JejBEZXJGVUhSbTFZSXNGMjA2VGNHeU4ybDk0R3BTYWlSOVJQOXUxcjdsN3FuY2w0YmEtcUZVejJ2LUdXaE95UFVDN3IxV3c3cGZ2S1hVbTJqbS1DajMxNEdqM3J4aWltczNZcThn?oc=5', 'https://news.google.com/rss/articles/CBMivwFBVV95cUxQd254YzZUMXpZdUtCamdQMnBqRVpaUHJHd1dXNU9iTXZUWHNqbVh3RTI2MF9zcUhaZUtseUJoNGZodEtGNmJ0ekJlVHo1Vkt0NDZ6VFRwVnowR3FMVDlUeEdaekFNMHdUcElTVGNDOGdfMTdTRkRHMTRiWGtWTDNCY19QY3htaDRFMjRxLWlOY1BldUZYQ2lnZzlvQVdSLXF0WnlrZWVCcDUxVnpMUlg1WmhsdTZuVndXRjJBVWNpVdIB0wFBVV95cUxOZ1NGZ21pMmxSamVrMFFVek53VXJqMl9ZTjhZYmRHS282SUVMbTZVcDB2TXJwRHZnNUFEeGJ1a05aengwQXhEbHFXb19fNldHODlGTW5JRkpsc3FOeVF1TVRMR2dteHNIY0oxNnVtTEVORjNxemFiaTJUY1RRd1JpX09sV25iSWgwaDNOZWFqenI1enN1X3E2Nm5Md0lUTzdodUhfLVVjQThlLWlybFJyZWJWY0NNcGlGSU8yek16Ri0zOGZNYmxyTEJvLTJSSXdWV01z?oc=5']",1
53,2,0.01,8540,2026-01-15T00:00:00,2026-01-16,ICE detains two men in first Princeton raid of 2026 - The Daily Princetonian. ICE detains two men in first Princeton raid of 2026 The Daily Princetonian,['Google News'],"['https://news.google.com/rss/articles/CBMivAFBVV95cUxOTHR6M1BWRTIxNUFnWmdVNEdiSkVvdTRhSmk5cUktbmdpSEF5ZE5PUXVYV3pDR0ZWZjY3dzJWaERnQnI2NzdOeWJGTGxlbWhVQTJicG1pMUFfdVdCVFNscVJkLXFIenFhSklTdWE0SkNhMFM2V3NDMWt0VDZYTTduY0lFS015QXJCR3ZEU1A3YmphX0cwLVJ5QzA2am94YlNaeWx5eDgzWkJtTkh2MlFhMmtoTUtkcTg4QXdCbQ?oc=5', 'https://news.google.com/rss/articles/CBMieEFVX3lxTE50THN3QVlMdUFuNk5QblZ1d2tIS3NRVXl2bWlpQ1ZJdHhnZllZTTdXV21ndlJUbTd4dkJoeW9qVkFBaUpWanAzUFFhZDdFSjJNOE50NGpKVW83cjI4SlBod1FDd3A1cjhOX1ZVaUM5QWJrWHB1bDAtWA?oc=5']",1
73,2,0.01,7960,2026-01-17T00:00:00,2026-01-17,"Morristown, N.J., community fearful after ICE raid outside laundromat - cbsnews.com. Morristown, N.J., community fearful after ICE raid outside laundromat cbsnews.com",['Google News'],['https://news.google.com/rss/articles/CBMie0FVX3lxTE11SW5mMlZiU2UxS2Z1SkpUTXZUSlBZVk12MmhMaUFXWUdMbmstbWVUMmRuaFp4MUpVWVZ6YmU2QlRFcWlwRFlpdUlqU0UwTUNiTnBzV1A1bzJyTHpCZG9NV2tqSndIRUc3Zl9aTzh0cnBsbkkzcXpnT05xTQ?oc=5'],1
69,2,0.01,7060,2026-01-14T00:00:00,2026-01-17,NJ residents rally against ICE raid aftermath - PIX11. NJ residents rally against ICE raid aftermath PIX11,['Google News'],"['https://news.google.com/rss/articles/CBMihwFBVV95cUxQSTkyb2lWTG14VnZIVHZsdjNfLUg1YThxX3NrRnVaaThSblBINjRCZmJGT0RfeHNJS1NPSjdUeS1KOG8tLVJfUkRMMVhrbEpHa3pIV1JUR1RuVkdvc2czQWtRcS1YeWxSZ3cxNVpVbE5YX1U3eTh4Qm9IbTVpTGhUQWEzOXVfXzDSAYwBQVVfeXFMTjBwRU1JLURXbHltM1E1a21qaDdQQW5XbzlHTUg2dldGUzBKaF9mUXgyN1p4NjE3ckQwZC03dlRGbkFrV2RtRlFrcDBuNXhaQTI3ZHRJVUdWUTNCbVp1bTFRN1hpVzZCQnVSUWlSczdiazFMQUk0VWtIU3BlTzlFa2MtdElPVlNoaUl4U3k?oc=5', 'https://news.google.com/rss/articles/CBMiowFBVV95cUxORTMwZ2ZWMnEzdW5pSmp2VHBqdGtvYkl6UUpfcE11VnpOZlJfOWFESFdVajlrLTBGZ1N6MVJJd3p6R2NoazF6MVBWS2FieUVJUDd0WVhzaHdhbElNbDBaczFZb1ItYWZQcFY0U3dpdUxwYnNBalJQcE9fLURMR29yUmFSTHl2QTJqMDFQRjJDWTJJZTBYZWVFdkFnTmFOWjQzanEw0gGoAUFVX3lxTE9YT1h3WHU4YkpoU3ZjNUFack5EcTNEMVFscEs4S1pyemFsaVA0aUFaTS1hcGhVMjZsQkhRQnQwTUdQdERtaHQyRnIwQWhJM1U4ZjYzb0hiYVZDR2VwT3JiVzNET21uWkVoTXFVOWM0dXdfME5sTHdXbW9LOVRkd1RMUTFEc3QyenpQNlBRWjdnZ1B1SzJzQVItdi1iR2tjQ1VYR2kyeVBZZg?oc=5']",1
64,3,0.01,7060,2026-01-12T00:00:00,2026-01-16,High School Student Doing Laundry Among Those Detained In Morris Co. ICE Raid - Patch. High School Student Doing Laundry Among Those Detained In Morris Co. ICE Raid Patch,['Google News'],"['https://news.google.com/rss/articles/CBMiT0FVX3lxTE9Gd2NvTHFEQWJHVzFsVXBsbWswZFBrckJVVHdGcTNFWWRHT2RlZFNxcElHaDUtNFpoTVlGT1RZclUtaGZ6NmJiUHhHNTI4bGM?oc=5', 'https://news.google.com/rss/articles/CBMijwFBVV95cUxNUUZ5Qy12RUlJYmhSUUZjMzZ5V1NGamtoU3d5T0gzLXozMTVWU2I0Szh5TGJ1c3ZrQXB2QmtoeERPMXVRVWtzc3QxVjVseHBjT2VyV0NzMXNhTktlY3NmQnFvOWltVFUyTlYzOENiYlM3SGNtNGpMMkFOVy1abVFmZ3lWWHE5U29aNGowSDZLTQ?oc=5', 'https://news.google.com/rss/articles/CBMiigFBVV95cUxQT1JteXRrZldPa0lqZS1PY0F6TWttQ2JYaWtVUDREV3NqTzYxb05oMDRxLUpEMWdJTGU0MkJmRzVZUTRudTJzT3pMXzFxbVdvcVdkUkZJWUlYNXhYakZvRVYwY0cyQUdLVFRGdzRsM3JQNTgwTzRpZmExUVIxdXhHNUp0V0xXdTQ0aHc?oc=5']",1
26,2,0.0,7060,2025-07-18T00:00:00,2025-07-21,NJ governor candidates split on housing immigrant detainees at Fort Dix - New Jersey Monitor. NJ governor candidates split on housing immigrant detainees at Fort Dix New Jersey Monitor,['Google News'],"['https://news.google.com/rss/articles/CBMirAFBVV95cUxOTWxNZXdxUkdBNE1KLTV0NGNNLXNSNGNyRWZaT0x5R0dSaEhPZGx3WU9TR2pxcHp0SzJybWhXRGtNRUJZTHIxNThkbmpGMVIyREwtR0NERUxCSFpuclZUSzJsbXhxcjJ4N1pJSWtZZzNsLVV4TEpTYmtlNEZRanRDQTBVMHV3Q1NrSGFXWlZxdGg2YmxDRjNRakl6NHdGSGp1Wk1CZkNUR2Y2Vk9H?oc=5', 'https://news.google.com/rss/articles/CBMipgFBVV95cUxQLUpKUk5TV2J4QUlCeGg4UWNfRFdINXBwMWZWTHNZQlNmRXdVczIyTlJ2N21RLXM1OEZaMWUxTHVzbEFfbUYwcG5HQ2NlZGVTUjRJOXpxY2J5TGIzcXdYMmNDbDRhenNfZlBzbUU3cmFBaVhMN1RIU21XWFBYSTI5TjQ4MEV0bnBnMmtMNUdsb2thYWVFSm5sTW1IbWxVa3hRZ1FCbTd3?oc=5']",1
31,4,0.0,7060,2025-04-28T00:00:00,2025-07-22,Contested New Jersey law banning private immigration jails gets its day in court - New Jersey Monitor. Contested New Jersey law banning private immigration jails gets its day in court New Jersey Monit,['Google News'],"['https://news.google.com/rss/articles/CBMirwFBVV95cUxQRGJyeklOYTlHRE5xTnYwRzVBMF9ZemlwaVk2Sl95MklPeFpSQi1sc0tmaU5qOVVkeV9EeW1nNjBIZW51RGVEb0U0c245NFM2RjVpVkJfVlo0OWxNaGQwVENEal9yanhvVWdITF8zcnBtdXJWVHVJNlkzSzVaYzU5X3FhUXo4bnZCX2tyRjJ6Y2tBT1JBZ0RyUDNsTXlaSkxvNGFpdTVwQXIzRm1HVGdZ?oc=5', 'https://news.google.com/rss/articles/CBMiwgFBVV95cUxQQi0xZFZpd2ZSbzNyOXBwSUxNN2ZpMWhXUWtqV19ZMEhMMVlGODNEbXJKLUZfTTRFS20wejJNZXFyTmZRSXhMZ0tnbUVpaXNoRU80SWdzVTNVWVliYUE0R0M1Q1U0aTVoZVpvQVlEYmVVa1VRSzk5eTc1RFU3Q3NQNW9tdnRIN3YzNTFDYkhlRnI4azd3N1NQQmx6bnd6bWhhRk9lN3RubXRMX3A2LVdZWHd0SVhEMXM1UEhyZkoyMDVSUQ?oc=5', 'https://news.google.com/rss/articles/CBMirAFBVV95cUxNZktzX1liY1ltVURaallLc0R2OHNRSDB1VHlPWk9pd0Y4alRPalFwbEVFNG9nZ21BQ2lucFVIcTg3ZDYyWGFKM2dabHA4Smw2VHZwWXZNUUhGeXpKM0tfeWxmZHJpRzZBenllXzhwanRzMUVod3psaEp3aDVLbVJmeTFZTFQ1dTlhQURHU3ZsVWlkWF95S3VxUzhBZW1sZjNuZ2FtVkRMRjc4LTdi?oc=5', 'https://news.google.com/rss/articles/CBMivgFBVV95cUxNcWNTX3Z1akdDLXFITDZrYnNoY3ZBSkg2U0lXYzJqY1V2RDhhRndJc193ajVLMl9fWnMxT3hyTW5kWWkxa2pEMzloWExFbkNBR29oM1RIVkdwUFExVl94aGk3LVFnRTJFbnNkc0ZuREtmRGs2ZXRfYmhIZFh5TmVUdzhRam1ldjFXYzM2TnItVlI1WTU1b2J5YlhpbnRsZ0lqYXFFTjRMN3JjWmRoS0N6ZHcteFRhUzZBNklXc293?oc=5']",3
41,3,0.0,7060,2026-01-08T00:00:00,2026-01-09,‘They're killing Americans on the street’: NJ lawmakers push anti-ICE bills following fatal Minnesota shooting - Politico. ‘They're killing Americans on the street’: NJ lawmakers push anti-ICE bills f,['Google News'],"['https://news.google.com/rss/articles/CBMif0FVX3lxTE95b1gtRHJRdDNucmZkZllJdnc0UEljT0JsTU1kZmxwREZXSVRxaEJkVGpZbUxabzF2ZHd4NXl6cWNZQ0pMTjNkNm9Lem5JNGExdWk0MWk3M1lnamJXWEgwV0dtYmtLeGY3eWJpdEtBV05zeXE4TDhtTThTVmVxR3c?oc=5', 'https://news.google.com/rss/articles/CBMixgFBVV95cUxNY2pMTzRRS3VLVVFuMURGY2toZG5rdl9XVk15ZjltOHNUOEliZ3lnZHhYLUJuZjZXR2FhM3p5WC1LWWxoV3hsZmhCZXc4cHR6YncySldWTUZyVGhRX2U3NjMwNlJFWUNBcmlhQTVFSnNpY2NKVGc1cVNYcXhNR3o4clZqRVppRjB4dThBYTYyTlNjcGJJdThTb0lfUkhUSG44bEd5R0k2T29udHliWkJHNnpRbkVUeTlWZXBkd2J6RmNBemdkbFHSAdoBQVVfeXFMTXdsN0lMR0NNMHdyb3BNbmp1djNsQm5CMXZ5OWN4d1J6a0VuYmpEc3dLUGppODVpUDh1SENLbW1vT0JQUFJLY0pFRnN0c1hidVRDMDBNNUNqNllpNVRRdnNUWWt0bEhUQlNWLXg1RkRuYjNhQ0FiZEladzdNeG5tMnhBWTFoWklTVVBvdmZtVEwyVHdyMGhlNzROamw5aFQ2SXVrS0tmbkVIQ3p1TU13YjM4OG5rZXFLeHdDbnZzWmxiVG44OURkWERSVmhyYUZpWDFfR1NTR2pEZlE?oc=5', 'https://news.google.com/rss/articles/CBMipwFBVV95cUxNWFVmYWhhT3d6LWhNejhPNUJ2RGhHcDllR2xuWk9GTVRaYUFHU2NzNnZvWWFpclhDMnVMcUQ2d0Q2VnVHZjdGQ21kSzVGb0pRb1BVMk15dUd1dWdJSG1sNDZDOWdiblIwU1N6MHpUeDEteko4THpWVDhYMEJldHlEWnF3TWl1dkg5VktVUnUxcGRDYl96RVRDbXVrR3pXT3ZlZUNXMHFrYw?oc=5']",1
51,3,0.0,7060,2025-08-21T00:00:00,2025-11-19,Pair of Immigration Raids Disrupts a New Jersey Shipping Hub - The New York Times. Pair of Immigration Raids Disrupts a New Jersey Shipping Hub The New York Times,['Google News'],"['https://news.google.com/rss/articles/CBMipwFBVV95cUxQNEE3NnRMMVNPRHo2S3pHb0oySkNIQmJDQklCMlJMdEVrci1JaU1EVnloYmRqeTlyQWw4MGRTbHl3d2Rwb3BjVWE5SER6RE5pMEM0Y0pld0syX3lBeDU2N0Q1WU54MDljMV9hNUlfSElzZGxCNDA1NURvUm9Jalpmam9QR09yVktnODVrcmdGYzFZcXRneGNQNjB3UnZHa1VaZGtHQXZtYw?oc=5', 'https://news.google.com/rss/articles/CBMijAFBVV95cUxNUm1pQXFnc1FtQTVhZmhsQ1ZQZFFOWEMwNVl0SVJCNzFsM3Nick5fQXdjOHJmaFNkZlVSWUY2RTVlX2JVTDdRQVJGNWxJbng0ZHVwVkRTUXdtX2RCd0EzMk5OTDF0SUwwX0s0MDNYaFVWTC1TNlZlTFNmZ05ZTzJZUjM4UlVjNDkyQkRZaQ?oc=5', 'https://news.google.com/rss/articles/CBMimgFBVV95cUxNb2x0V1RUX0VwY2FNZzNwLTkwcjlwaThDb2ViOUVUMENYOFVGZFFxZEF4aGlNb3ZweDVJMFRkQS0xQU9GQnVYbjNJakJlZ2RIc2ZGVGdlZDhwdkl3bUlScm01S0ZzN2VueXhYVjVkREFWdDBUZXlIN3k3MGh6Q3hleHJNd1JsOXlrWEd0d1pDRFB2VFctbUxkZjJn?oc=5']",1
45,2,0.0,7060,2026-01-12T00:00:00,2026-01-13,New Jersey lawmakers pass 3 bills designed to protect immigrants from ICE raids - WHYY. New Jersey lawmakers pass 3 bills designed to protect immigrants from ICE raids WHYY,['Google News'],"['https://news.google.com/rss/articles/CBMidEFVX3lxTE8xcE5JMFlHMWZ4SndRRjlOOENCU0wxa3NmM2xkbTVGeXVNLVozdVZ3RDU2bHYyYlQ2Ukxic3AxN3BacGlteW1DMENTWm9yX2Rrcl9DYzZxYWZMc0tCOVZ6dmlFcjc3cEthc3hZR0ZScWJDQjVK?oc=5', 'https://news.google.com/rss/articles/CBMikAFBVV95cUxNMGI3eFVWN0NTcDF4VnZJOVowYzg5eEtXS2dWcW5HUklVbVJIbzJBaFFDMDJFWC1BOGRfRTFEcXZrdjM1WlI0WHFPN3NOb1RFQndDNGNjR3RBZ3VXSnNMemFBRld2Q0ZGQmZpczJDTmQ2cFNrd21TT0hMSUNMSmZnX2JlRkxZemdWNDlIdmFvR2M?oc=5']",1
3,2,0.0,7060,2025-06-06T00:00:00,2026-01-13,A Push to Expand the Rights of Immigrants in Defiance of Trump - The New York Times. A Push to Expand the Rights of Immigrants in Defiance of Trump The New York Times,['Google News'],"['https://news.google.com/rss/articles/CBMihAFBVV95cUxQWGhGenJhZWZTbUQ1bzRWZVZQemh4T3ZMak5UU2V3TS1FZm9mSmdoTGpHcEpGSU8wajVmcEF1QWlfTnNSTHNYZTNVcWJHVE5fdVRrcXotN3RmR242NjQ1M0tOY3ZhQTVDejg1bWk0QXprRklkamJ2eHN6MHVTSWVJU3Byb0E?oc=5', 'https://news.google.com/rss/articles/CBMiqAFBVV95cUxQSjVJVlYxT2w2UTVxeFlXX2xFQWZFRkhBRlhsTDBjWmZvNG9VZzdpUnI4YU5tcVFMMmJkYnNXZHBUNnlNbHFMNEpDWU5Bd19NRzJhNEJLQTAtS0lTcG5XSUNTTHRGaVhEejVnVlVzMTR2RUppSnlwOW9kblpORGlqTm1nakplQi12bzVhcVBaa1NwcVdOYjVnb2xsT2RsRkxtYUs1OFRTT1g?oc=5']",1
62,3,0.0,7060,2025-05-23T00:00:00,2025-05-23,"Feds sue 4 N.J. cities over immigration policies, mayors say they won’t back down - NJ.com. Feds sue 4 N.J. cities over immigration policies, mayors say they won’t back down NJ.com",['Google News'],"['https://news.google.com/rss/articles/CBMiyAFBVV95cUxQbWlKU0tEZWp5dlJUNU5vUzNBalliTS0tZnc5eXpFQmlBY20zQlNNS1ZsLTJVV3lXYVZaOGozdjdPQ1gtS19hS0VaSzVKTVI1UTNDbWRURkdKWDNiYVpqd2xvRmttUlNwbjY1QXQwZnZEeW9IU3NaSllfbEJwVExQOTVuMDZpdnk0UWNLSWl6MlgyTEZuWlotRHBfWWRZb09OaXBETDV3b2xjcXFTaG1qal9MRWx1R2N5ZE5pRWNQdHpWOTJPamlNWA?oc=5', 'https://news.google.com/rss/articles/CBMikgFBVV95cUxPMUh2TW8yS19WbmNDVmM0OUVUOElfRUtPMXBPSjd3RHRqb2tyNnZvYURMOHc1dGFHbHU3Y25rZE9TM2VvZzlXNndISXhDYUtMS1R2bE9RNGVIUy0zNnhUdW5falNadWFjcTYtTVl3a09OQ3psY2xDcG5CVlJuNk9JaTJ5TWFvNGtPMlJXamd1TmxRQQ?oc=5', 'https://news.google.com/rss/articles/CBMitgFBVV95cUxObHRab3V2UW53dkRoeVJWbmhyekdlb0diVVZOT3ZRUTNPRjVjamEwdTFBVlNUT25id2ZSck9iVldRQ3h2bUJvRGU3bWppY2h4cUFFWjdFdWU0QUdoWjl2NGhlYkF5T1h2SEdCQU1rOXFDeU1aZlBWbEtfQ3ZULUJ4Q3c5U256am96NzE5aU9TSloxYkZ4MHdhMTNHX0ROUU44SjA4R3Z5b1N2bTBRT2N2WEJZZWhuZ9IBygFBVV95cUxPS0RhVkM1ZkdiZnJ1TmxPOVFzU2RTdEJHMFZnNjlCdkU5amtDRTQ5MnROOGtXWm03bGNBVzJvQndrc1FlX0ZtQjdia3FQSURQRWJaU1RJUG1BbW5FWmxoVXpMQzhPS0VidGJNUnluSjUweEpqdGtkUUhSakpPNGZMcll0OXpJU2tCYTZvbnZNNU9nVmFCNjZCdk9PX3lKT3FhNnJ0Nk5xM21YdDNoMFlSZXpsYzA1YThlVDVYVWQyWWJ3UmJLeFpFaXBB?oc=5']",2
61,3,0.0,8401,2025-04-09T00:00:00,2025-09-22,Where NJ’s governor hopefuls stand on allowing cops to aid immigration agents - New Jersey Monitor. Where NJ’s governor hopefuls stand on allowing cops to aid immigration agents New Jersey Monitor,['Google News'],"['https://news.google.com/rss/articles/CBMiuAFBVV95cUxQRGx3ZHhqLU5ERHFpVndJM24wc3ljcXhvUzJBZTNreVNfMnA1YlBrY29nWXpWOVozYWxBMkFQbVg4cmtfSFlXN2pveGp4YldHQUEtbnh1aVIydTN3OUVrR2ZjVUxTb3lzcmR3dXpQX0s1aHNlT29RcFFsNUV5Rms2WFdtbzJBWmdJUXZDazhqM0xhMnJaRXRweHY4T2dfMVJ6X0R0b01UekMxWGRkcFdDYXZobnZZbl8t?oc=5', 'https://news.google.com/rss/articles/CBMirgFBVV95cUxOd2lIQlF6QzJRa0JMVld3RDlRRi1fWlJBM2dndEN0Wk91LTRpN1l6TEJra2k4WEFjQkZ2NGtKbmlYb21wNE1iQjVtYlVDSmVQb3NjQkpzbV9DbGtoTjhGTkhEaWl0eVRPYS1lcjY1YTdDMXp0ZnRRaVMwa20zd24xWjEyS3BQNnpLd2JuSTAyaU5zT1daNmhCNmc4ZFpJckZCLUFYcFFNSWpmY0g4aFE?oc=5', 'https://news.google.com/rss/articles/CBMitAFBVV95cUxQYTdNYlhWVTZsT3BjTXBiaGpyNmFKWXp5STk1NTdEUlNWQWRudkZham5ZNy1WWEhsZWpFdGVVdVh2YXdtbnpxLUZDRGlYeV9fdlR5cV9ndDNfa256S2tLSDE2b3pma1VSLTdfdW8xNmdhbVo3b21kM0xWTVl2VXBDSWt6QXBIUm5rOEFBSWJFYi1KSEhUdXdHVm9UVjIxRUg2Q19GOFFNSWtrd2JHTXFWN1Q4RDY?oc=5']",1
75,3,0.0,7060,2025-10-30T00:00:00,2025-11-13,ICE raid at Avenel warehouse leads to 46 arrests - News12 | New Jersey. ICE raid at Avenel warehouse leads to 46 arrests News12 | New Jersey,['Google News'],"['https://news.google.com/rss/articles/CBMiuAFBVV95cUxOd21IM25kTTBUN1J2RVAydTBDUU1LaElFY1JENEVPb0toaE1PTFJqdWhxZ3ZuTDBVMVZ4cVpnbTFXanJ3ODBEM3VkdnN6X3ZjemdGTUtvbjhwT2N3YmNkcmRic3VpaHZVRVk0d3ZuOWRxb3hfemlBMXJqM1piVUJxTkhvRG04eG1HcmZLMWwwOE5Zejh2c05DZVVodzZoclpId1FydHZQR25wYmE1ZlJRbTQtWVAyNWds0gG-AUFVX3lxTE1qb2U5d0tJcjEwTnZ1SHZCY091N09FN3lJY3dpUDJnNmFvWGFJOXItMkp5cnVwUm10eUUyTVA0OTd6RzFvUmdfd3MyQndDYmNsSUlJajRQcEJadXR4LWpyQVdpX3FMSS1GazVxVmYycmM5X2tiTlJQSlpkaTMwWGJLTlRnQ2ZFZHd6WVBYQjlUbUJGWXMzWm1DUm50M3M3SDhZRFJIQUxTV2RpRjEwak1IQWZJWVNxQi1ha0I5RWc?oc=5', 'https://news.google.com/rss/articles/CBMibkFVX3lxTFBJZUdXZVpaN3hUdDdTcnNoeUF3Z1lnSUJlWVQ3aGU5YXF4OVNzS2xtM3BTYXFfUEU3WUUxSUk3VVV4QXJrYzg4ejVsVmFWZkFFcHJ0X016S3ZvWWUyZlFBNENJUjd2b0tmeXMzaXhn0gFzQVVfeXFMTlpaM0VhNWNreGUyWmp1VHNVR2hpcTVyYWVyYXU2X3ByRUIzZW5RakFnSDE5R1IxZTVVcTh2b0RxdVlzVnhxNkQtRlplbEpnbDRsTW5CeE5hcS1ZOFM0SnpLNWFxMl9pa2l6cmRyWUJyZXNHYw?oc=5', 'https://news.google.com/rss/articles/CBMigwFBVV95cUxQdFF1WUVWdTZxREU1Nl9HQXJpVGQ3a2Nhc08yUkhxZmtrUEJJaE9iS0lGelFudlFqQ0RmSWtjVWxWTk5aakJ6WmZZajlUcl82am5LdTZYQVVuZUotam9Ca1hINHVtNTRyaWV6U29sbERMT3c0ZDR2VFBzaHB6b2w3WGFHOA?oc=5']",2
50,2,0.0,7060,2025-05-27T00:00:00,2025-12-26,NJ 2025: The year in immigration - NJ Spotlight News. NJ 2025: The year in immigration NJ Spotlight News,['Google News'],"['https://news.google.com/rss/articles/CBMifEFVX3lxTE8xU2k0ZmZ2S3FkUG1DOExzNl9LMEpxbkN1aXR3cU5IRkNWWTI2SVJmVURLS3pVcFZheWYtaDF4azl2SzFhYmtJdWt4czF5T05xb2lVSlRKckR6cUlRUmp6WmUwN09uYXFnOUdWMVpPRlFJZGhZSlgwZ3JsY2Q?oc=5', 'https://news.google.com/rss/articles/CBMikwFBVV95cUxPbktienRfVFhvYU1Td2cxV2dfalhjMzVocEExRUk3VXR1Vi15bW02SnhTNEZWbkhrUkRCMkVkaFB0dG8yUElPWDZxcFM2eWdGZzBtaXBJa1dsXzNidW91U2x0cmtJM2VjZnZuNWhWM203aWJkaF9aN1FhODJsR1U3UVpnWnp1UkY4emRocUhjNDMxNHc?oc=5']",1
28,2,0.0,7060,2025-08-08T00:00:00,2025-12-08,ICE Newark arrests another 4 illegally present child sex offenders as part of ongoing operation - U.S. Immigration and Customs Enforcement (.gov). ICE Newark arrests another 4 illegally present child ,['Google News'],"['https://news.google.com/rss/articles/CBMiswFBVV95cUxPVXZPRmwyTWtzeWpCQjlHOHFETEYzQldmR0RZX0FzRmMwdWFFdllxakFaLXczUm5hNllQcFZjVE40NXZUVmxvZnIyeUtCWWdmT0VGNHc2U2l2aUpLZlFOdWZCSjBObzV5ZHY1UHJSenJRVHBqV0NRZHF3c1ZpclJxVGkzSkFzektjRFF0bU1saFlUcnR4NlNuU1A0ZWZFWkNvM2lrZTJVREFkTVhXd3FGWk1fNA?oc=5', 'https://news.google.com/rss/articles/CBMipAFBVV95cUxPVUpMNFVXcEdQcEhTXzJkdFZzZFF1bk5FMmNPLU80MXhRMDJuY0Z2N0ZEeXV1N2tUTkZsVW1GV3NuWW51bmJEaUI3U3BhdmUyRW5NamhtR2FFbzVFc2pCUTZuTmtMNnYtRi1LZmlLaU5STWR6Q1VaQTZrZGhRYkdnRWJ3X2U5UTJXRXlsemVKRnlUUmFVajY1dmdQSzRkdG0tY2Y3WQ?oc=5']",1
48,2,0.0,7030,2025-08-20T00:00:00,2025-08-21,"Hoboken won’t ‘bend its knee’ to Trump admin demand on sanctuary policy, mayor says - New Jersey Monitor. Hoboken won’t ‘bend its knee’ to Trump admin demand on sanctuary policy, mayor says New Jersey",['Google News'],"['https://news.google.com/rss/articles/CBMivAFBVV95cUxPX25OaExqY0RFM2tNSFJrTkZlOFBzOHUtQzBkNlI1YlBSdkRScVNuTk1uT3ZjWUJaSERNMkdjYkh5NHV6YWtVZndUYzBWVW80djNrRzNTdUJ1d21MYS1nYnJpRDI1YS1hMU1hUnRRNlBCd3YtWXg4WjAtYzNNUnNUeGpiUUhoNzlmaG1VMHhFeWRWeWN5TTJIUGNTVjhxNGJLSzlzdHdjaG5uWWFreUJxNmRUVHJWSkJfUkFMMQ?oc=5', 'https://news.google.com/rss/articles/CBMirgFBVV95cUxNZlpsSVFhazVXUnYzSkRVZVZCajlyTDRST3BWcG1nTVE1YnpvcFI5cWI1RUNBMWd2eE5oZTMyU1d6c1ZKT2RZQi05cFJpYW1raklCaHJoeTU5S3g5T1o2TmtVVkJmaWQ0QjlXeGVuUUw4Q2U0SXBXM1dUbERFcEtJTGQwRU51dUVMS1RZNFRDbUZiV0V1cjlFSEYxa00zWmotRmIzZ1B0TElpT3prOGc?oc=5']",1
65,2,0.0,7060,2025-06-09T00:00:00,2025-08-05,"States, sheriffs puzzle over Trump’s error-filled list of immigration sanctuaries - New Jersey Monitor. States, sheriffs puzzle over Trump’s error-filled list of immigration sanctuaries New Jersey Mon",['Google News'],"['https://news.google.com/rss/articles/CBMiqgFBVV95cUxPcllpN2czcnFERk5EbXVmY2sxdHlLS1BER244QXV6ekE5RGppcmtiektKdndkVi04Vnl6M25BMnc2d0NFNkNHRzJZaFNsUDlwTDBETzVzQTJrT0tjVEIweFBxTGhkSzhQSGNkd1lBcm0xVFpTd0IyQXFBRjJ5eWhIRWtNb1BIdXBYOUJ5Q2Y3VnlLdmVReWcxY2lUT0FocUJZZHRuNHAzWW5GQQ?oc=5', 'https://news.google.com/rss/articles/CBMivAFBVV95cUxOMXFnSk12ZWwzdzlaNjF6dkVDeWF1MHJkUi1VRmppQW1OWDBJLUMxODVZM0pGTUtDOXFjb0kwUXdzMWpxelp3eFN3aGdla0FPOGt4YkJRRlhOYW1sYWRlY0gzSTRDYzdCYzZPWmJjS2lScVdobkprVE02WUtpSDhjVGQ1akdFai1iRC1SM1hCSVVzaEZtOEJHd2VuTU1SNDMyUXZYem5DTjRpaW9QUllPNlh1YkVldGcwZ2c4SQ?oc=5']",1
